start,end,c,locationLabel,eventLabel,s,roleLabel,personLabel,affliationLabel,keywords,homepage,abstract
2012-11-14T14:00:00+05:00,2012-11-14T15:30:00+05:00,swc:PanelEvent,Georgian,Big Graph Data Panel,iswc2012:panel/big-graph-data,ISWC2012 Panellist,John Gianandrea,,,http://iswc2012.semanticweb.org/big-graph-data-panel,"The Semantic Web / Linked Data has grown immensely over the past years. When the Semantic Web community started working over a decade ago the main question was where to get the data from. By now the question of how to process ever increasing amount of semantic/linked data has come to people's utmost attention. The goal of this panel is to shed light on the various approaches/options for Big Graph Data processing. Possible questions include: (1)Does the Semantic Web need any central infrastructures? (It's a Web, after all?) (2)Or will a handful of large single-owner infrastructures dominate the Semantic Web, just as they now dominate the current Web? (3)And if so, will such infrastructures be based on the standard relational model? (4)Or on MapReduce-centric key/value-pairs? (5)Is Google's (centralised) Knowledge Graph anathema to the Semantic *Web* ? (6)Are triplestore vendors just reinventing the old database wheels? (7)What is the role of clustered MapReduce-like solutions and where are their limits for processing semantic web data? "
2012-11-14T14:00:00+05:00,2012-11-14T15:30:00+05:00,swc:PanelEvent,Georgian,Big Graph Data Panel,iswc2012:panel/big-graph-data,ISWC2012 Panellist,Mike Stonebreaker,,,http://iswc2012.semanticweb.org/big-graph-data-panel,"The Semantic Web / Linked Data has grown immensely over the past years. When the Semantic Web community started working over a decade ago the main question was where to get the data from. By now the question of how to process ever increasing amount of semantic/linked data has come to people's utmost attention. The goal of this panel is to shed light on the various approaches/options for Big Graph Data processing. Possible questions include: (1)Does the Semantic Web need any central infrastructures? (It's a Web, after all?) (2)Or will a handful of large single-owner infrastructures dominate the Semantic Web, just as they now dominate the current Web? (3)And if so, will such infrastructures be based on the standard relational model? (4)Or on MapReduce-centric key/value-pairs? (5)Is Google's (centralised) Knowledge Graph anathema to the Semantic *Web* ? (6)Are triplestore vendors just reinventing the old database wheels? (7)What is the role of clustered MapReduce-like solutions and where are their limits for processing semantic web data? "
2012-11-14T14:00:00+05:00,2012-11-14T15:30:00+05:00,swc:PanelEvent,Georgian,Big Graph Data Panel,iswc2012:panel/big-graph-data,ISWC2012 Panellist,Tim Berners-Lee,,,http://iswc2012.semanticweb.org/big-graph-data-panel,"The Semantic Web / Linked Data has grown immensely over the past years. When the Semantic Web community started working over a decade ago the main question was where to get the data from. By now the question of how to process ever increasing amount of semantic/linked data has come to people's utmost attention. The goal of this panel is to shed light on the various approaches/options for Big Graph Data processing. Possible questions include: (1)Does the Semantic Web need any central infrastructures? (It's a Web, after all?) (2)Or will a handful of large single-owner infrastructures dominate the Semantic Web, just as they now dominate the current Web? (3)And if so, will such infrastructures be based on the standard relational model? (4)Or on MapReduce-centric key/value-pairs? (5)Is Google's (centralised) Knowledge Graph anathema to the Semantic *Web* ? (6)Are triplestore vendors just reinventing the old database wheels? (7)What is the role of clustered MapReduce-like solutions and where are their limits for processing semantic web data? "
2012-11-14T15:30:00+05:00,2012-11-14T16:00:00+05:00,swc:BreakEvent,Corridor-Foyer railings,Coffee Break,iswc2012:break-2012-11-14-2,,,,,,
2012-11-14T16:00:00+05:00,2012-11-14T17:30:00+05:00,swc:SessionEvent,Arlington,Industry Track III,iswc2012:session/industry-03,ISWC2012 Session Chair,Ivan Herman,,,,
2012-11-14T16:00:00+05:00,2012-11-14T17:30:00+05:00,swc:SessionEvent,Berkley,Industry Track IV,iswc2012:session/industry-04,ISWC2012 Session Chair,Tom Heath,,,,
2012-11-14T16:00:00+05:00,2012-11-14T17:30:00+05:00,swc:SessionEvent,Plaza,Instance matching,iswc2012:session/research-08,ISWC2012 Session Chair,Mathieu d'Aquin,,,,
2012-11-14T16:00:00+05:00,2012-11-14T17:30:00+05:00,swc:SpecialEvent,Georgian,Lightning Talks,iswc2012:special/lightning,,,,,,This session provides an open forum for participants to present a topic of their choosing. Each presenter is limited to one slide and two minutes time. Presenters must submit the title and one pdf slide to an email address announced in the conference's opening session. Limited presentation slots will be awarded on a first-come-first-serve basis.
2012-11-14T16:00:00+05:00,2012-11-14T17:30:00+05:00,swc:SessionEvent,Statler,Streaming and Geospatial DBMSs,iswc2012:session/research-09,ISWC2012 Session Chair,Freddy Lecue,,,,
2012-11-14T17:30:00+05:00,2012-11-14T19:30:00+05:00,swc:BreakEvent,Corridor-Foyer railings,Coffee Break,iswc2012:break-2012-11-14-3,,,,,,
2012-11-14T17:45:00+05:00,2012-11-14T18:45:00+05:00,swc:SocialEvent,Georgian,Town Hall Meeting,iswc2012:social/town-hall-meeting,ISWC2012 Session Mediator,Abraham Bernstein,,,,Introduced at ISWC 2009 it has become a tradition at ISWC to come together in a town hall meeting to have conference participants share ideas on what they would like to see at the future ISWCs and to discuss what works and what does not work at the conference. Please join the members of the conference organizing committee in an informal discussion about all the new events that we added to the conference program this year and tell us what you would like to see in the future and what you liked and didn't like this year.
2012-11-14T19:30:00+05:00,2012-11-15T01:00:00+05:00,swc:SocialEvent,Imperial,Conference Dinner,iswc2012:social/dinner-2012-11-14,,,,,,
2012-11-14T19:30:00+05:00,2012-11-15T01:00:00+05:00,swc:TalkEvent,Imperial,The Trials and Tribulations of a Semantic Technology Evangelist,iswc2012:special/dinner-talk,ISWC2012 Keynote Speaker,Nigel Shadbolt,,,,This talk will attempt to be a humorous reprise of attempts to realise the web of Open Linked Data. What have been the great successes and failures and what does the future hold? Will the empire strike back? All will be revealed in the banquet after Dinner speech.
2012-11-15T09:00:00+05:00,2012-11-15T10:30:00+05:00,swc:TalkEvent,Imperial,Keynote 3,iswc2012:talk/keynote-3,,,,,,
2012-11-15T10:30:00+05:00,2012-11-15T11:00:00+05:00,swc:BreakEvent,Corridor-Foyer railings,Coffee Break,iswc2012:break-2012-11-15-1,,,,,,
2012-11-15T11:00:00+05:00,2012-11-15T12:30:00+05:00,swc:SessionEvent,Georgian,Ontology Mapping,iswc2012:session/research-10,ISWC2012 Session Chair,Raphaël Troncy,,,,
2012-11-15T11:00:00+05:00,2012-11-15T12:30:00+05:00,swc:SessionEvent,Statler,Question Answering and NLP,iswc2012:session/inuse-04,ISWC2012 Session Chair,Amal Zouaq,,,,
2012-11-15T11:00:00+05:00,2012-11-15T12:30:00+05:00,swc:SessionEvent,Plaza,Scalability and Parallel Processing,iswc2012:session/research-11,ISWC2012 Session Chair,Andreas Harth,,,,
2012-11-15T11:00:00+05:00,2012-11-15T12:30:00+05:00,swc:SessionEvent,Arlington,Semantic Web in Biomedicine,iswc2012:session/inuse-05,ISWC2012 Session Chair,Natasha F. Noy,,,,
2012-11-15T12:30:00+05:00,2012-11-15T14:00:00+05:00,swc:BreakEvent,,Lunch,iswc2012:lunch-2012-11-15,,,,,,
2012-11-15T14:00:00+05:00,2012-11-15T15:30:00+05:00,swc:SessionEvent,Statler,Applied Reasoning and Querying ,iswc2012:session/inuse-06,ISWC2012 Session Chair,Pascal Hitzler,,,,
2012-11-15T14:00:00+05:00,2012-11-15T15:30:00+05:00,swc:SessionEvent,Georgian,Information Extraction,iswc2012:session/research-13,ISWC2012 Session Chair,Diana Maynard,,,,
